Epoch 1, Train Loss: 4.381199464173567, Validation Loss: 9.84924514840516, Training Time: 195.37139582633972
Epoch 2, Train Loss: 1.9732232440850925, Validation Loss: 3.4807005674491984, Training Time: 196.66144919395447
Epoch 3, Train Loss: 1.7403831132884824, Validation Loss: 3.2517031838327517, Training Time: 196.47207260131836
Epoch 4, Train Loss: 1.6047961030743314, Validation Loss: 2.20295440187301, Training Time: 196.58711051940918
Epoch 5, Train Loss: 1.5171551424191643, Validation Loss: 1.6339990927989783, Training Time: 196.51986527442932
Epoch 6, Train Loss: 1.4448964686655128, Validation Loss: 2.296461014512506, Training Time: 196.71839499473572
Epoch 7, Train Loss: 1.391278063586834, Validation Loss: 1.7417660164209605, Training Time: 196.77074694633484
Epoch 8, Train Loss: 1.3434347587171573, Validation Loss: 1.6231814817993162, Training Time: 197.7186472415924
Epoch 9, Train Loss: 1.304239432501897, Validation Loss: 1.4614630069703372, Training Time: 196.37831234931946
Epoch 10, Train Loss: 1.2656362016590033, Validation Loss: 6.502812518477064, Training Time: 196.7059919834137
Epoch 11, Train Loss: 1.235736091781192, Validation Loss: 2.143515263947587, Training Time: 196.35037064552307
Epoch 12, Train Loss: 1.203698377151701, Validation Loss: 1.7326348490247805, Training Time: 196.87214422225952
Epoch 13, Train Loss: 1.1745146986702715, Validation Loss: 1.412751476016898, Training Time: 196.5134792327881
Epoch 14, Train Loss: 1.1510010750259698, Validation Loss: 1.435034834031572, Training Time: 196.43824863433838
Epoch 15, Train Loss: 1.1244800122683716, Validation Loss: 9.52341099151967, Training Time: 196.80903553962708
Epoch 16, Train Loss: 1.104740365368331, Validation Loss: 1.5184836060315765, Training Time: 197.458270072937
Epoch 17, Train Loss: 1.0824142228720397, Validation Loss: 1.4066539965077023, Training Time: 196.37831664085388
Epoch 18, Train Loss: 1.0630055453016776, Validation Loss: 1.8481550336485024, Training Time: 196.61439895629883
Epoch 19, Train Loss: 1.0436458606057277, Validation Loss: 1.8514570550454361, Training Time: 199.51539731025696
Epoch 20, Train Loss: 1.0246765774207205, Validation Loss: 1.7005542912194769, Training Time: 197.49839901924133
Epoch 21, Train Loss: 1.009137663210932, Validation Loss: 1.3428136879964376, Training Time: 196.68816256523132
Epoch 22, Train Loss: 0.9925258054821194, Validation Loss: 2.1889129788265635, Training Time: 197.34784603118896
Epoch 23, Train Loss: 0.9778326090959969, Validation Loss: 2.1797789205487748, Training Time: 196.4564971923828
Epoch 24, Train Loss: 0.9628841154814995, Validation Loss: 1.321207350362902, Training Time: 196.7711582183838
Epoch 25, Train Loss: 0.9493816609471493, Validation Loss: 1.8061433195617114, Training Time: 197.11560153961182
Epoch 26, Train Loss: 0.9342592286127697, Validation Loss: 1.2724306039469904, Training Time: 196.8833258152008
Epoch 27, Train Loss: 0.9226806134600001, Validation Loss: 1.7569438357284104, Training Time: 196.63453125953674
Epoch 28, Train Loss: 0.9070635812219696, Validation Loss: 1.5855699724270702, Training Time: 197.65588068962097
Epoch 29, Train Loss: 0.8991720891112283, Validation Loss: 1.2674040148092203, Training Time: 197.7339162826538
Epoch 30, Train Loss: 0.8853856342390451, Validation Loss: 1.9089835519563798, Training Time: 196.384938955307
Epoch 31, Train Loss: 0.8747649508747763, Validation Loss: 2.4971492169184284, Training Time: 196.4875521659851
Epoch 32, Train Loss: 0.8658745664072169, Validation Loss: 3.9443305971942464, Training Time: 197.95260095596313
Epoch 33, Train Loss: 0.8554996866139034, Validation Loss: 1.4050910589581551, Training Time: 198.30344796180725
Epoch 34, Train Loss: 0.8419440536379436, Validation Loss: 1.21639060879287, Training Time: 197.3019425868988
Epoch 35, Train Loss: 0.83382095910142, Validation Loss: 1.2390028639792194, Training Time: 196.3181254863739
Epoch 36, Train Loss: 0.8238922743063234, Validation Loss: 1.3509372001127695, Training Time: 196.7115821838379
Epoch 37, Train Loss: 0.8111137894235557, Validation Loss: 1.273206538517819, Training Time: 196.3529498577118
Epoch 38, Train Loss: 0.8052815402710987, Validation Loss: 1.3614518540924874, Training Time: 197.8830406665802
Epoch 39, Train Loss: 0.7976389748108567, Validation Loss: 1.2447972662263347, Training Time: 196.17535161972046
Epoch 40, Train Loss: 0.7866902384661806, Validation Loss: 1.492439248742889, Training Time: 197.0591320991516
Epoch 41, Train Loss: 0.7835591013679941, Validation Loss: 1.3073725255972646, Training Time: 196.64734554290771
Epoch 42, Train Loss: 0.771950871279961, Validation Loss: 1.294975107149576, Training Time: 197.5614631175995
Epoch 43, Train Loss: 0.7653332780169221, Validation Loss: 1.2956618611156827, Training Time: 196.1168074607849
Epoch 44, Train Loss: 0.7566455027373606, Validation Loss: 3.250060603276092, Training Time: 198.33696603775024
Epoch 45, Train Loss: 0.7472818369221631, Validation Loss: 1.493590195785924, Training Time: 197.18296885490417
Epoch 46, Train Loss: 0.741816291555136, Validation Loss: 1.332501549426309, Training Time: 196.53864932060242
Epoch 47, Train Loss: 0.7352856018387732, Validation Loss: 1.2745933755528047, Training Time: 196.4659550189972
Epoch 48, Train Loss: 0.7322155001325847, Validation Loss: 1.36200149703792, Training Time: 196.7427852153778
Epoch 49, Train Loss: 0.7208267976688686, Validation Loss: 1.3448419333931478, Training Time: 197.9261236190796
Epoch 50, Train Loss: 0.7161761425151937, Validation Loss: 2.5930719351197613, Training Time: 198.15446400642395
