Epoch 1, Train Loss: 16.66209518256855, Validation Loss: 1.9857119744302996, Training Time: 17.042876958847046
Epoch 2, Train Loss: 1.4620906087696561, Validation Loss: 3.8610663699242656, Training Time: 15.605349063873291
Epoch 3, Train Loss: 1.0975776243135449, Validation Loss: 1.3657955917494022, Training Time: 17.103848934173584
Epoch 4, Train Loss: 0.9235322298419981, Validation Loss: 1.1488782600678387, Training Time: 17.23664426803589
Epoch 5, Train Loss: 0.824643639415194, Validation Loss: 2.3338987786936705, Training Time: 16.661710262298584
Epoch 6, Train Loss: 0.7696860164822357, Validation Loss: 1.410626790593494, Training Time: 17.254772424697876
Epoch 7, Train Loss: 0.7269336882676999, Validation Loss: 0.842592810669548, Training Time: 16.708616495132446
Epoch 8, Train Loss: 0.6991880809714686, Validation Loss: 0.8365076406949261, Training Time: 17.060926914215088
Epoch 9, Train Loss: 0.6641799709996743, Validation Loss: 0.9440491031981483, Training Time: 16.657180786132812
Epoch 10, Train Loss: 0.6461326488238365, Validation Loss: 0.7262926704458404, Training Time: 16.82474136352539
Epoch 11, Train Loss: 0.635472176772722, Validation Loss: 1.1665918711345835, Training Time: 16.756356954574585
Epoch 12, Train Loss: 0.6158617826374418, Validation Loss: 0.8691654675566585, Training Time: 16.537819147109985
Epoch 13, Train Loss: 0.6011000217579557, Validation Loss: 0.790910839967211, Training Time: 17.327279090881348
Epoch 14, Train Loss: 0.5964094558187857, Validation Loss: 0.8808336660232285, Training Time: 17.483170986175537
Epoch 15, Train Loss: 0.5775229106463704, Validation Loss: 0.763967739001892, Training Time: 17.118213176727295
Epoch 16, Train Loss: 0.5686827504056647, Validation Loss: 0.6652863792587349, Training Time: 17.471046924591064
Epoch 17, Train Loss: 0.5632047342875379, Validation Loss: 0.6435964417309578, Training Time: 17.352506399154663
Epoch 18, Train Loss: 0.5522474890785882, Validation Loss: 0.7147581236222528, Training Time: 16.882038831710815
Epoch 19, Train Loss: 0.5475842640757003, Validation Loss: 0.6187850232856268, Training Time: 17.02793264389038
Epoch 20, Train Loss: 0.5422015067804385, Validation Loss: 0.7071379689209617, Training Time: 17.043411016464233
Epoch 21, Train Loss: 0.5327906890839249, Validation Loss: 0.7531632458114194, Training Time: 16.851680278778076
Epoch 22, Train Loss: 0.5281234863987545, Validation Loss: 0.8422275142529748, Training Time: 17.48375678062439
Epoch 23, Train Loss: 0.5239931341731419, Validation Loss: 0.6796318930037673, Training Time: 17.319591283798218
Epoch 24, Train Loss: 0.5157729701706069, Validation Loss: 0.846525192361653, Training Time: 17.341416358947754
Epoch 25, Train Loss: 0.5094415114004043, Validation Loss: 2.0671004765997085, Training Time: 16.81472134590149
Epoch 26, Train Loss: 0.5037847262352955, Validation Loss: 0.5764808676649162, Training Time: 16.945998430252075
Epoch 27, Train Loss: 0.501428966779368, Validation Loss: 0.6024160972096312, Training Time: 16.42248225212097
Epoch 28, Train Loss: 0.4948938315159175, Validation Loss: 0.6796358128837215, Training Time: 17.0124773979187
Epoch 29, Train Loss: 0.48979586918224527, Validation Loss: 0.6806959125043038, Training Time: 16.74936032295227
Epoch 30, Train Loss: 0.48887887409419445, Validation Loss: 0.5858540268568637, Training Time: 16.53109121322632
Epoch 31, Train Loss: 0.48261415001061464, Validation Loss: 0.5921597607248793, Training Time: 16.919894695281982
Epoch 32, Train Loss: 0.47598211371531773, Validation Loss: 0.9628502717136529, Training Time: 17.049991369247437
Epoch 33, Train Loss: 0.47051801776703395, Validation Loss: 0.573361685629892, Training Time: 17.044398307800293
Epoch 34, Train Loss: 0.46839228196357807, Validation Loss: 0.6528867174688365, Training Time: 16.76433277130127
Epoch 35, Train Loss: 0.463715431111499, Validation Loss: 0.5960245488997776, Training Time: 17.151256322860718
Epoch 36, Train Loss: 0.4528758007192456, Validation Loss: 0.5671376665679919, Training Time: 16.78885769844055
Epoch 37, Train Loss: 0.4546295553551483, Validation Loss: 1.3233793145781445, Training Time: 16.748457431793213
Epoch 38, Train Loss: 0.44771257128686437, Validation Loss: 0.874169651730066, Training Time: 17.45924997329712
Epoch 39, Train Loss: 0.4470241010155243, Validation Loss: 0.5500930723971761, Training Time: 17.02694034576416
Epoch 40, Train Loss: 0.44181466687149973, Validation Loss: 0.6481929708011532, Training Time: 16.4129536151886
Epoch 41, Train Loss: 0.4427647256518134, Validation Loss: 0.7456274171849675, Training Time: 17.263630390167236
Epoch 42, Train Loss: 0.4358082408559118, Validation Loss: 0.8195900559828997, Training Time: 16.920071125030518
Epoch 43, Train Loss: 0.4367849576762341, Validation Loss: 0.5853136331179342, Training Time: 17.09378147125244
Epoch 44, Train Loss: 0.42667882197918644, Validation Loss: 0.537967550700728, Training Time: 16.79367733001709
Epoch 45, Train Loss: 0.42081041975387223, Validation Loss: 0.5579240372568436, Training Time: 17.190470933914185
Epoch 46, Train Loss: 0.4187535654693745, Validation Loss: 0.6035347318541654, Training Time: 17.072795629501343
Epoch 47, Train Loss: 0.4215131771216205, Validation Loss: 1.0075716255884408, Training Time: 16.84197998046875
Epoch 48, Train Loss: 0.4126693438915577, Validation Loss: 0.708219180358721, Training Time: 17.12766170501709
Epoch 49, Train Loss: 0.40441813994182657, Validation Loss: 0.5713384760287222, Training Time: 17.25046706199646
Epoch 50, Train Loss: 0.40946982856964054, Validation Loss: 0.6943051398607732, Training Time: 16.757851600646973
